6K1	6K2	Guo	PVA	Y2H	0	0	0
6K1	VPg	Guo	PVA	Y2H	0	0	1
6K1	NIa-Pro	Guo	PVA	Y2H	0	0	1
6K1	NIb	Guo	PVA	Y2H	0	0	1
6K1	CP	Guo	PVA	Y2H	0	0	1
							
CI	P1	Guo	PVA	Y2H	2	1	1
CI	HC-Pro	Guo	PVA	Y2H	3	1	1
CI	P3	Guo	PVA	Y2H	0	0	1
CI	6K1	Guo	PVA	Y2H	0	0	1
CI	CI	Guo	PVA	Y2H	0	0	1
CI	6K2	Guo	PVA	Y2H	0	0	1
CI	VPg	Guo	PVA	Y2H	0	0	1
CI	NIa-Pro	Guo	PVA	Y2H	0	0	1
CI	NIb	Guo	PVA	Y2H	0	0	1
CI	CP	Guo	PVA	Y2H	1	1	1
							
6K2	P1	Guo	PVA	Y2H	0	0	1
6K2	HC-Pro	Guo	PVA	Y2H	0	0	1
6K2	P3	Guo	PVA	Y2H	0	0	1
6K2	6K1	Guo	PVA	Y2H	0	0	0
6K2	CI	Guo	PVA	Y2H	0	0	1
6K2	6K2	Guo	PVA	Y2H	0	0	0
6K2	VPg	Guo	PVA	Y2H	0	0	1
6K2	NIa-Pro	Guo	PVA	Y2H	0	0	1
6K2	NIb	Guo	PVA	Y2H	0	0	1
6K2	CP	Guo	PVA	Y2H	0	0	1
							
VPg	P1	Guo	PVA	Y2H	1	1	1
VPg	HC-Pro	Guo	PVA	Y2H	1	1	1
VPg	P3	Guo	PVA	Y2H	0	0	1
VPg	6K1	Guo	PVA	Y2H	0	0	1
VPg	CI	Guo	PVA	Y2H	0	0	1
VPg	6K2	Guo	PVA	Y2H	0	0	1
VPg	VPg	Guo	PVA	Y2H	3	1	1
VPg	NIa-Pro	Guo	PVA	Y2H	2	1	1
VPg	NIb	Guo	PVA	Y2H	0	0	1
VPg	CP	Guo	PVA	Y2H	0	0	1
							
NIa-Pro	P1	Guo	PVA	Y2H	0	0	1
